satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Probabilidad_de_irse,Riesgo,nombre
0.44,0.54,2,135,3,0,1,0,8,1,1.0,Alto,Empleado 1684
0.38,0.49,2,128,3,0,1,0,9,1,1.0,Alto,Empleado 1685
0.76,0.98,5,242,5,0,1,0,4,1,1.0,Alto,Empleado 1686
0.22,0.86,4,293,3,0,1,0,5,1,0.82,Alto,Empleado 1687
0.4,0.46,2,141,3,0,1,0,5,1,1.0,Alto,Empleado 1688
0.41,0.48,2,155,3,0,1,0,5,1,1.0,Alto,Empleado 1689
0.38,0.51,2,141,3,0,1,0,7,1,1.0,Alto,Empleado 1690
0.45,0.68,4,212,4,1,1,0,7,1,0.66,Medio,Empleado 1691
0.39,0.56,2,160,3,0,1,0,7,1,1.0,Alto,Empleado 1692
0.45,0.47,2,150,3,0,1,0,7,1,1.0,Alto,Empleado 1693
0.42,0.53,2,132,3,1,1,0,7,1,0.99,Alto,Empleado 1694
0.1,0.87,6,248,4,0,1,0,7,1,1.0,Alto,Empleado 1695
0.78,0.96,5,272,5,0,1,0,7,1,1.0,Alto,Empleado 1696
0.39,0.56,2,160,3,0,1,0,7,1,1.0,Alto,Empleado 1697
0.1,0.87,7,299,4,0,1,0,7,1,1.0,Alto,Empleado 1698
0.1,0.8,6,292,4,0,1,0,7,2,1.0,Alto,Empleado 1699
0.43,0.46,2,126,3,0,1,0,7,2,1.0,Alto,Empleado 1700
0.38,0.45,2,132,3,0,1,0,7,2,1.0,Alto,Empleado 1701
0.09,0.77,6,282,5,0,1,0,7,2,1.0,Alto,Empleado 1702
0.39,0.53,2,141,3,0,1,0,7,2,1.0,Alto,Empleado 1703
0.73,0.99,6,206,5,0,1,0,7,2,0.11,Bajo,Empleado 1704
0.38,0.49,2,140,3,0,1,0,7,2,1.0,Alto,Empleado 1705
0.1,0.91,6,255,4,0,1,0,7,2,1.0,Alto,Empleado 1706
0.41,0.54,2,133,3,0,1,0,7,2,1.0,Alto,Empleado 1707
0.43,0.51,2,131,3,0,1,0,7,2,1.0,Alto,Empleado 1708
0.79,0.96,4,257,5,0,1,0,2,2,0.99,Alto,Empleado 1709
0.1,0.81,6,269,4,0,1,0,2,2,1.0,Alto,Empleado 1710
0.11,0.97,6,254,4,0,1,0,2,0,0.99,Alto,Empleado 1711
0.42,0.5,2,143,3,0,1,0,3,1,1.0,Alto,Empleado 1712
0.36,0.51,2,157,3,0,1,0,3,2,1.0,Alto,Empleado 1713
0.63,0.93,5,163,3,0,1,0,3,2,0.0,Bajo,Empleado 1714
0.41,0.56,2,133,3,0,1,0,3,2,1.0,Alto,Empleado 1715
0.36,0.46,2,157,3,0,1,0,9,2,1.0,Alto,Empleado 1716
0.1,0.9,6,301,5,0,1,0,9,1,1.0,Alto,Empleado 1717
0.11,0.96,6,310,4,0,1,0,9,1,1.0,Alto,Empleado 1718
0.44,0.54,2,133,3,0,1,0,9,1,1.0,Alto,Empleado 1719
0.77,0.96,5,249,6,0,1,0,9,1,1.0,Alto,Empleado 1720
0.91,1.0,4,251,6,0,1,0,9,1,1.0,Alto,Empleado 1721
0.26,0.46,2,242,3,0,1,0,9,1,0.68,Medio,Empleado 1722
0.81,0.93,5,265,6,0,1,0,9,1,0.97,Alto,Empleado 1723
0.11,0.87,6,280,4,0,1,0,9,1,1.0,Alto,Empleado 1724
0.92,0.89,4,241,5,0,1,0,9,1,0.96,Alto,Empleado 1725
0.1,0.86,5,253,4,0,1,0,9,1,0.99,Alto,Empleado 1726
0.45,0.51,2,137,3,0,1,0,8,1,1.0,Alto,Empleado 1727
0.11,0.94,6,266,4,0,1,0,8,1,1.0,Alto,Empleado 1728
0.23,0.7,5,168,4,0,1,0,8,1,0.67,Medio,Empleado 1729
0.86,0.95,4,270,5,0,1,0,8,1,1.0,Alto,Empleado 1730
0.44,0.55,2,141,3,0,1,0,8,1,1.0,Alto,Empleado 1731
0.41,0.56,2,133,3,0,1,0,8,1,1.0,Alto,Empleado 1732
0.84,0.97,5,256,5,0,1,0,8,1,1.0,Alto,Empleado 1733
0.42,0.52,2,160,3,0,1,0,8,1,0.99,Alto,Empleado 1734
0.11,0.88,7,275,4,0,1,0,8,1,1.0,Alto,Empleado 1735
0.38,0.46,2,160,3,0,1,0,8,1,1.0,Alto,Empleado 1736
0.11,0.96,7,244,4,0,1,0,8,1,1.0,Alto,Empleado 1737
0.1,0.83,6,271,4,0,1,0,9,2,1.0,Alto,Empleado 1738
0.86,0.88,5,268,5,0,1,0,9,2,1.0,Alto,Empleado 1739
0.91,1.0,4,253,5,1,1,0,9,2,0.81,Alto,Empleado 1740
0.37,0.53,2,140,3,0,1,0,4,2,1.0,Alto,Empleado 1741
0.46,0.5,2,146,3,0,1,0,0,2,1.0,Alto,Empleado 1742
0.1,0.89,6,259,5,0,1,0,0,2,1.0,Alto,Empleado 1743
0.37,0.46,2,127,3,0,1,0,0,2,0.99,Alto,Empleado 1744
0.4,0.48,2,161,3,0,1,0,0,2,1.0,Alto,Empleado 1745
0.09,0.78,6,260,4,0,1,0,0,2,1.0,Alto,Empleado 1746
0.11,0.89,6,272,4,0,1,0,6,2,1.0,Alto,Empleado 1747
0.39,0.48,2,159,3,0,1,0,6,2,1.0,Alto,Empleado 1748
0.89,0.96,4,219,6,0,1,0,6,2,0.94,Alto,Empleado 1749
0.09,0.91,6,243,4,0,1,0,6,0,0.99,Alto,Empleado 1750
0.88,0.97,4,255,5,1,1,0,0,1,0.93,Alto,Empleado 1751
0.11,0.9,7,245,4,0,1,0,1,2,1.0,Alto,Empleado 1752
0.1,0.95,6,264,5,0,1,0,1,2,1.0,Alto,Empleado 1753
0.91,1.0,4,245,6,0,1,0,1,2,0.99,Alto,Empleado 1754
0.44,0.52,2,137,3,0,1,0,1,2,1.0,Alto,Empleado 1755
0.63,0.76,2,157,4,0,1,0,1,1,0.61,Medio,Empleado 1756
0.1,0.87,7,247,4,0,1,0,5,1,1.0,Alto,Empleado 1757
0.36,0.51,2,144,3,0,1,0,7,1,1.0,Alto,Empleado 1758
0.45,0.51,2,149,3,0,1,0,2,1,1.0,Alto,Empleado 1759
0.73,1.0,5,253,6,0,1,0,8,1,1.0,Alto,Empleado 1760
0.37,0.55,2,140,3,0,1,0,9,1,1.0,Alto,Empleado 1761
0.09,0.85,7,307,4,0,1,0,4,1,1.0,Alto,Empleado 1762
0.41,0.71,3,205,4,0,1,0,5,1,0.65,Medio,Empleado 1763
0.72,1.0,5,234,5,0,1,0,5,1,1.0,Alto,Empleado 1764
0.36,0.54,2,127,3,0,1,0,5,1,1.0,Alto,Empleado 1765
0.9,1.0,4,229,5,0,1,0,7,1,0.98,Alto,Empleado 1766
0.44,0.56,2,141,3,0,1,0,7,1,1.0,Alto,Empleado 1767
0.78,0.95,4,260,5,0,1,0,7,1,1.0,Alto,Empleado 1768
0.37,0.52,2,141,3,0,1,0,7,1,1.0,Alto,Empleado 1769
0.4,0.47,2,144,3,1,1,0,7,1,1.0,Alto,Empleado 1770
0.84,1.0,5,250,5,0,1,0,7,1,1.0,Alto,Empleado 1771
0.09,0.86,6,245,4,0,1,0,7,1,1.0,Alto,Empleado 1772
0.83,0.93,4,269,5,0,1,0,7,1,1.0,Alto,Empleado 1773
0.11,0.87,6,273,4,0,1,0,7,1,1.0,Alto,Empleado 1774
0.37,0.5,2,142,3,0,1,0,7,1,1.0,Alto,Empleado 1775
0.09,0.93,6,273,5,0,1,0,7,1,0.99,Alto,Empleado 1776
0.43,0.47,2,248,2,0,1,0,7,2,0.69,Medio,Empleado 1777
0.39,0.56,2,147,3,0,1,0,7,2,1.0,Alto,Empleado 1778
0.85,0.9,2,168,2,0,1,0,7,2,0.65,Medio,Empleado 1779
0.38,0.52,2,128,3,0,1,0,7,2,1.0,Alto,Empleado 1780
0.76,0.84,5,227,5,1,1,0,7,2,0.98,Alto,Empleado 1781
0.44,0.51,2,135,3,0,1,0,7,2,1.0,Alto,Empleado 1782
0.73,1.0,4,268,5,0,1,0,7,2,1.0,Alto,Empleado 1783
0.43,0.53,2,136,3,0,1,0,7,2,1.0,Alto,Empleado 1784
0.43,0.51,2,149,3,1,1,0,2,2,1.0,Alto,Empleado 1785
0.09,0.96,7,264,4,0,1,0,2,2,1.0,Alto,Empleado 1786
0.43,0.53,2,143,3,0,1,0,2,2,1.0,Alto,Empleado 1787
0.45,0.57,2,138,3,0,1,0,3,2,1.0,Alto,Empleado 1788
0.42,0.48,2,146,3,0,1,0,3,0,1.0,Alto,Empleado 1789
0.41,0.46,2,150,3,1,1,0,3,1,1.0,Alto,Empleado 1790
0.44,0.55,2,156,3,0,1,0,3,2,1.0,Alto,Empleado 1791
0.09,0.92,7,245,4,0,1,0,9,2,1.0,Alto,Empleado 1792
0.41,0.51,2,156,3,0,1,0,9,2,1.0,Alto,Empleado 1793
0.43,0.51,2,143,3,0,1,0,9,2,1.0,Alto,Empleado 1794
0.38,0.51,2,159,3,0,1,0,9,1,1.0,Alto,Empleado 1795
0.85,0.96,4,217,5,0,1,0,9,1,0.91,Alto,Empleado 1796
0.88,0.91,4,234,6,0,1,0,9,1,1.0,Alto,Empleado 1797
0.44,0.46,2,138,3,0,1,0,9,1,1.0,Alto,Empleado 1798
0.11,0.92,7,265,4,0,1,0,9,1,1.0,Alto,Empleado 1799
0.38,0.5,2,145,3,0,1,0,9,1,1.0,Alto,Empleado 1800
0.09,0.78,6,263,4,0,1,0,9,1,1.0,Alto,Empleado 1801
0.11,0.79,6,264,4,0,1,0,9,1,1.0,Alto,Empleado 1802
0.11,0.88,6,253,4,0,1,0,8,1,1.0,Alto,Empleado 1803
0.44,0.48,2,155,3,0,1,0,8,1,1.0,Alto,Empleado 1804
0.38,0.51,2,137,3,0,1,0,8,1,1.0,Alto,Empleado 1805
0.1,0.87,6,254,5,0,1,0,8,1,1.0,Alto,Empleado 1806
0.45,0.57,2,143,3,0,1,0,8,1,1.0,Alto,Empleado 1807
0.11,0.94,7,280,5,0,1,0,8,1,1.0,Alto,Empleado 1808
0.36,0.48,2,136,3,0,1,0,8,1,1.0,Alto,Empleado 1809
0.72,0.95,5,271,5,0,1,0,8,1,1.0,Alto,Empleado 1810
0.43,0.48,2,157,3,0,1,0,8,1,1.0,Alto,Empleado 1811
0.45,0.5,2,150,3,0,1,0,8,1,0.98,Alto,Empleado 1812
0.4,0.53,2,127,3,0,1,0,8,1,1.0,Alto,Empleado 1813
0.1,0.81,6,271,4,0,1,0,9,1,1.0,Alto,Empleado 1814
0.83,0.93,5,257,5,0,1,0,9,1,1.0,Alto,Empleado 1815
0.11,0.8,7,305,4,0,1,0,9,2,1.0,Alto,Empleado 1816
0.43,0.5,2,152,3,0,1,0,4,2,1.0,Alto,Empleado 1817
0.38,0.5,2,144,3,0,1,0,0,2,1.0,Alto,Empleado 1818
0.83,1.0,5,269,5,0,1,0,0,2,1.0,Alto,Empleado 1819
0.11,0.82,7,285,4,0,1,0,0,2,1.0,Alto,Empleado 1820
0.43,0.52,2,136,3,0,1,0,0,2,1.0,Alto,Empleado 1821
0.11,0.88,6,294,4,0,1,0,0,2,1.0,Alto,Empleado 1822
0.43,0.46,2,157,3,0,1,0,6,2,1.0,Alto,Empleado 1823
0.1,0.89,6,280,4,0,1,0,6,2,1.0,Alto,Empleado 1824
0.44,0.51,2,152,3,0,1,0,6,2,1.0,Alto,Empleado 1825
0.82,0.91,5,276,6,0,1,0,6,2,1.0,Alto,Empleado 1826
0.1,0.86,6,247,4,0,1,0,0,2,1.0,Alto,Empleado 1827
0.1,0.95,5,286,4,0,1,0,1,0,0.96,Alto,Empleado 1828
0.3,0.89,5,257,5,0,1,0,1,1,0.54,Medio,Empleado 1829
0.1,0.93,6,258,4,0,1,0,1,2,1.0,Alto,Empleado 1830
0.39,0.5,2,151,3,0,1,0,1,2,1.0,Alto,Empleado 1831
0.14,0.47,4,175,2,0,1,0,1,2,0.68,Medio,Empleado 1832
0.82,0.92,4,252,5,0,1,0,5,2,1.0,Alto,Empleado 1833
0.1,0.85,6,266,4,0,1,0,7,1,1.0,Alto,Empleado 1834
0.09,0.9,6,295,4,0,1,0,2,1,1.0,Alto,Empleado 1835
0.54,0.83,6,165,6,0,1,0,8,1,0.72,Medio,Empleado 1836
0.61,0.58,2,264,4,0,1,0,9,1,0.73,Medio,Empleado 1837
0.1,0.79,6,275,4,0,1,0,4,1,1.0,Alto,Empleado 1838
0.1,0.9,6,299,4,0,1,0,5,1,1.0,Alto,Empleado 1839
0.36,0.49,2,147,3,0,1,0,5,1,1.0,Alto,Empleado 1840
0.1,0.97,7,306,4,0,1,0,5,1,1.0,Alto,Empleado 1841
0.84,1.0,5,242,5,0,1,0,7,1,1.0,Alto,Empleado 1842
0.38,0.51,2,159,3,0,1,0,7,1,1.0,Alto,Empleado 1843
0.41,0.49,2,147,3,0,1,0,7,1,1.0,Alto,Empleado 1844
0.37,0.51,2,154,3,1,1,0,7,1,0.99,Alto,Empleado 1845
0.43,0.56,2,129,3,0,1,0,7,1,1.0,Alto,Empleado 1846
0.46,0.53,2,161,3,0,1,0,7,1,0.98,Alto,Empleado 1847
0.09,0.84,6,269,4,0,1,0,7,1,1.0,Alto,Empleado 1848
0.78,0.86,5,274,5,0,1,0,7,1,1.0,Alto,Empleado 1849
0.45,0.53,2,159,3,0,1,0,7,1,1.0,Alto,Empleado 1850
0.42,0.47,2,135,3,0,1,0,7,1,1.0,Alto,Empleado 1851
0.46,0.53,2,147,3,0,1,0,7,1,1.0,Alto,Empleado 1852
0.39,0.49,2,142,3,0,1,0,7,1,1.0,Alto,Empleado 1853
0.36,0.51,2,130,3,0,1,0,7,1,1.0,Alto,Empleado 1854
0.43,0.53,2,147,3,0,1,0,7,2,1.0,Alto,Empleado 1855
0.85,0.87,5,246,5,1,1,0,7,2,1.0,Alto,Empleado 1856
0.11,0.92,6,281,4,0,1,0,7,2,1.0,Alto,Empleado 1857
0.11,0.9,6,253,4,0,1,0,7,2,1.0,Alto,Empleado 1858
0.38,0.47,2,128,3,0,1,0,7,2,1.0,Alto,Empleado 1859
0.43,0.57,2,129,3,0,1,0,7,2,1.0,Alto,Empleado 1860
0.75,1.0,5,223,6,0,1,0,2,2,1.0,Alto,Empleado 1861
0.11,0.92,6,269,4,0,1,0,2,2,1.0,Alto,Empleado 1862
0.1,0.9,7,269,4,0,1,0,2,2,1.0,Alto,Empleado 1863
0.1,0.81,7,244,5,0,1,0,3,2,1.0,Alto,Empleado 1864
0.37,0.5,2,154,3,0,1,0,3,2,1.0,Alto,Empleado 1865
0.11,0.93,5,140,5,0,1,0,3,2,0.98,Alto,Empleado 1866
0.45,0.46,2,159,3,0,1,0,3,0,1.0,Alto,Empleado 1867
0.44,0.48,2,158,3,0,1,0,9,1,1.0,Alto,Empleado 1868
0.44,0.56,2,133,3,0,1,0,9,2,1.0,Alto,Empleado 1869
0.11,0.77,6,247,4,0,1,0,9,2,1.0,Alto,Empleado 1870
0.79,0.93,5,268,5,0,1,0,9,2,1.0,Alto,Empleado 1871
0.8,0.9,5,267,5,0,1,0,9,2,1.0,Alto,Empleado 1872
0.1,0.87,7,251,5,0,1,0,9,1,1.0,Alto,Empleado 1873
0.09,0.93,6,279,4,0,1,0,9,1,1.0,Alto,Empleado 1874
0.7,0.84,6,161,4,0,1,0,9,1,0.94,Alto,Empleado 1875
0.72,0.84,4,256,5,0,1,0,9,1,1.0,Alto,Empleado 1876
0.11,0.8,6,304,4,0,1,0,9,1,1.0,Alto,Empleado 1877
0.39,0.51,2,137,3,0,1,0,9,1,1.0,Alto,Empleado 1878
0.4,0.49,2,144,3,0,1,0,8,1,1.0,Alto,Empleado 1879
0.43,0.54,2,142,3,0,1,0,8,1,1.0,Alto,Empleado 1880
0.76,0.87,5,262,5,0,1,0,8,1,1.0,Alto,Empleado 1881
0.4,0.48,2,142,3,0,1,0,8,1,1.0,Alto,Empleado 1882
0.09,0.89,6,282,4,0,1,0,8,1,1.0,Alto,Empleado 1883
0.37,0.54,2,157,3,0,1,0,8,1,1.0,Alto,Empleado 1884
0.87,0.91,5,228,5,0,1,0,8,1,1.0,Alto,Empleado 1885
0.1,0.86,6,283,4,0,1,0,8,1,1.0,Alto,Empleado 1886
0.11,0.86,6,286,4,0,1,0,8,1,1.0,Alto,Empleado 1887
0.43,0.5,2,148,3,0,1,0,8,1,1.0,Alto,Empleado 1888
0.1,0.81,6,245,4,0,1,0,8,1,1.0,Alto,Empleado 1889
0.11,0.95,6,279,4,0,1,0,9,1,1.0,Alto,Empleado 1890
0.85,0.87,5,245,5,0,1,0,9,1,1.0,Alto,Empleado 1891
0.37,0.49,2,138,3,0,1,0,9,1,1.0,Alto,Empleado 1892
0.44,0.52,2,141,3,0,1,0,4,1,1.0,Alto,Empleado 1893
0.1,0.83,7,302,5,0,1,0,0,2,1.0,Alto,Empleado 1894
0.11,0.89,6,268,4,0,1,0,0,2,1.0,Alto,Empleado 1895
0.87,0.88,5,240,5,0,1,0,0,2,1.0,Alto,Empleado 1896
0.39,0.49,2,127,3,0,1,0,0,2,1.0,Alto,Empleado 1897
0.1,0.94,7,264,4,0,1,0,0,2,1.0,Alto,Empleado 1898
0.44,0.53,2,155,3,0,1,0,6,2,1.0,Alto,Empleado 1899
0.4,0.49,2,143,3,0,1,0,6,2,1.0,Alto,Empleado 1900
0.76,0.98,5,217,6,0,1,0,6,2,0.97,Alto,Empleado 1901
0.46,0.55,2,147,3,0,1,0,6,2,1.0,Alto,Empleado 1902
0.9,0.92,4,271,5,0,1,0,0,2,0.99,Alto,Empleado 1903
0.85,0.87,4,273,5,0,1,0,1,2,1.0,Alto,Empleado 1904
0.1,0.78,5,285,4,1,1,0,1,2,0.94,Alto,Empleado 1905
0.43,0.49,2,131,3,0,1,0,1,0,0.94,Alto,Empleado 1906
0.2,0.5,5,135,6,0,1,0,1,1,0.89,Alto,Empleado 1907
0.81,0.92,5,239,5,0,1,0,1,2,0.99,Alto,Empleado 1908
0.83,0.85,5,237,5,0,1,0,5,2,1.0,Alto,Empleado 1909
0.14,0.75,4,277,5,1,1,0,7,2,0.69,Medio,Empleado 1910
0.1,0.84,5,303,5,0,1,0,2,2,0.99,Alto,Empleado 1911
0.91,0.98,4,242,6,0,1,0,8,1,0.99,Alto,Empleado 1912
0.37,0.57,2,158,3,0,1,0,9,1,1.0,Alto,Empleado 1913
0.42,0.57,2,147,3,1,1,0,4,1,1.0,Alto,Empleado 1914
0.39,0.68,2,282,5,0,1,0,5,1,0.65,Medio,Empleado 1915
0.39,0.54,2,154,3,0,1,0,5,1,1.0,Alto,Empleado 1916
0.44,0.52,2,149,3,0,1,0,5,1,1.0,Alto,Empleado 1917
0.37,0.45,2,149,3,0,1,0,7,1,1.0,Alto,Empleado 1918
0.39,0.53,2,146,3,0,1,0,7,1,1.0,Alto,Empleado 1919
0.72,0.94,4,258,5,0,1,0,7,1,0.99,Alto,Empleado 1920
0.37,0.49,2,148,3,0,1,0,7,1,1.0,Alto,Empleado 1921
0.82,0.94,5,236,5,0,1,0,7,1,1.0,Alto,Empleado 1922
0.42,0.52,2,134,3,0,1,0,7,1,1.0,Alto,Empleado 1923
0.59,1.0,2,155,5,0,1,0,7,1,0.76,Medio,Empleado 1924
0.82,0.86,5,257,5,0,1,0,7,1,1.0,Alto,Empleado 1925
0.73,0.97,6,189,2,0,1,0,7,1,0.88,Alto,Empleado 1926
0.78,0.66,3,164,3,0,1,0,7,1,0.84,Alto,Empleado 1927
0.09,0.95,6,271,4,0,1,0,7,1,1.0,Alto,Empleado 1928
0.1,0.97,6,280,4,0,1,0,7,1,1.0,Alto,Empleado 1929
0.45,0.46,2,149,3,0,1,0,7,1,1.0,Alto,Empleado 1930
0.83,0.81,5,219,5,0,1,0,7,1,0.97,Alto,Empleado 1931
0.43,0.51,2,128,3,0,1,0,7,1,1.0,Alto,Empleado 1932
0.4,0.47,2,128,3,0,1,0,7,2,1.0,Alto,Empleado 1933
0.43,0.46,2,157,3,0,1,0,7,2,1.0,Alto,Empleado 1934
0.78,0.93,4,225,5,0,1,0,7,2,1.0,Alto,Empleado 1935
0.39,0.45,2,140,3,0,1,0,7,2,1.0,Alto,Empleado 1936
0.11,0.97,6,310,4,0,1,0,2,2,1.0,Alto,Empleado 1937
0.36,0.52,2,143,3,0,1,0,2,2,0.99,Alto,Empleado 1938
0.36,0.54,2,153,3,0,1,0,2,2,1.0,Alto,Empleado 1939
0.1,0.79,7,310,4,0,1,0,3,2,1.0,Alto,Empleado 1940
0.4,0.47,2,136,3,0,1,0,3,2,1.0,Alto,Empleado 1941
0.81,0.85,4,251,6,0,1,0,3,2,0.98,Alto,Empleado 1942
0.4,0.47,2,144,3,0,1,0,3,2,1.0,Alto,Empleado 1943
0.09,0.93,6,296,4,0,1,0,9,2,1.0,Alto,Empleado 1944
0.76,0.89,5,238,5,0,1,0,9,0,0.96,Alto,Empleado 1945
0.73,0.93,5,162,4,0,1,0,9,1,0.66,Medio,Empleado 1946
0.38,0.49,2,137,3,0,1,0,9,2,1.0,Alto,Empleado 1947
0.72,0.84,5,257,5,0,1,0,9,2,0.99,Alto,Empleado 1948
0.4,0.56,2,148,3,0,1,0,9,2,1.0,Alto,Empleado 1949
0.91,0.99,5,254,5,0,1,0,9,2,1.0,Alto,Empleado 1950
0.85,0.85,4,247,6,0,1,0,9,1,1.0,Alto,Empleado 1951
0.9,0.7,5,206,4,0,1,0,9,1,0.88,Alto,Empleado 1952
0.46,0.55,2,145,3,0,1,0,9,1,1.0,Alto,Empleado 1953
0.43,0.57,2,159,3,1,1,0,9,1,0.96,Alto,Empleado 1954
0.89,0.88,5,228,5,1,1,0,8,1,0.99,Alto,Empleado 1955
0.09,0.81,6,257,4,0,1,0,8,1,1.0,Alto,Empleado 1956
0.4,0.48,2,155,3,0,1,0,8,1,1.0,Alto,Empleado 1957
0.76,0.83,6,293,6,0,1,0,8,1,0.34,Bajo,Empleado 1958
0.4,0.57,2,151,3,0,1,0,8,1,1.0,Alto,Empleado 1959
0.37,0.48,2,160,3,0,1,0,8,1,1.0,Alto,Empleado 1960
0.37,0.53,2,143,3,0,1,0,8,1,1.0,Alto,Empleado 1961
0.11,0.96,6,280,4,0,1,0,8,1,1.0,Alto,Empleado 1962
0.37,0.52,2,158,3,0,1,0,8,1,1.0,Alto,Empleado 1963
0.09,0.89,7,310,4,0,1,0,8,1,1.0,Alto,Empleado 1964
0.88,0.86,5,258,5,0,1,0,8,1,1.0,Alto,Empleado 1965
0.84,0.94,5,262,5,0,1,0,9,1,1.0,Alto,Empleado 1966
0.1,0.98,6,265,4,0,1,0,9,1,1.0,Alto,Empleado 1967
0.41,0.47,2,143,3,1,1,0,9,1,1.0,Alto,Empleado 1968
0.84,0.91,5,232,6,0,1,0,4,1,1.0,Alto,Empleado 1969
0.41,0.55,2,161,3,0,1,0,0,1,1.0,Alto,Empleado 1970
0.53,0.76,5,132,6,0,1,0,0,1,0.66,Medio,Empleado 1971
0.42,0.47,2,139,3,1,1,0,0,2,1.0,Alto,Empleado 1972
0.36,0.5,2,131,3,0,1,0,0,2,1.0,Alto,Empleado 1973
0.38,0.52,2,161,3,0,1,0,0,2,1.0,Alto,Empleado 1974
0.36,0.48,2,152,3,0,1,0,6,2,1.0,Alto,Empleado 1975
0.46,0.54,2,138,3,0,1,0,6,2,1.0,Alto,Empleado 1976
0.37,0.47,2,159,3,1,1,0,6,2,0.99,Alto,Empleado 1977
0.42,0.49,2,153,3,0,1,0,6,2,0.98,Alto,Empleado 1978
0.44,0.56,2,156,3,0,1,0,0,2,1.0,Alto,Empleado 1979
0.92,0.82,5,265,5,0,1,0,1,2,0.93,Alto,Empleado 1980
0.1,0.79,6,301,5,0,1,0,1,2,1.0,Alto,Empleado 1981
0.76,1.0,4,220,6,0,1,0,1,2,0.98,Alto,Empleado 1982
0.11,0.79,6,247,4,0,1,0,1,2,1.0,Alto,Empleado 1983
0.43,0.48,2,136,3,0,1,0,1,0,0.91,Alto,Empleado 1984
0.4,0.49,2,160,3,0,1,0,5,1,1.0,Alto,Empleado 1985
0.11,0.84,7,310,4,0,1,0,7,2,1.0,Alto,Empleado 1986
0.84,0.82,5,240,5,0,1,0,2,2,0.98,Alto,Empleado 1987
0.84,0.84,5,238,5,0,1,0,8,2,1.0,Alto,Empleado 1988
0.51,0.6,7,243,5,0,1,0,9,2,0.85,Alto,Empleado 1989
0.66,0.91,5,248,4,0,1,0,4,1,0.07,Bajo,Empleado 1990
0.42,0.56,2,137,3,0,1,0,5,1,1.0,Alto,Empleado 1991
0.38,0.49,2,155,3,0,1,0,5,1,1.0,Alto,Empleado 1992
0.15,0.63,7,229,3,0,1,0,5,1,0.96,Alto,Empleado 1993
0.38,0.53,2,140,3,0,1,0,7,1,1.0,Alto,Empleado 1994
0.43,0.54,2,156,3,0,1,0,7,1,1.0,Alto,Empleado 1995
0.37,0.57,2,147,3,0,1,0,7,1,1.0,Alto,Empleado 1996
0.11,0.92,7,293,4,0,1,0,7,1,1.0,Alto,Empleado 1997
0.41,0.53,2,157,3,0,1,0,7,1,1.0,Alto,Empleado 1998
0.84,0.96,4,247,5,0,1,0,7,1,1.0,Alto,Empleado 1999
0.4,0.51,2,148,3,0,1,0,7,1,1.0,Alto,Empleado 2000
0.58,0.74,4,215,3,0,0,0,7,1,0.0,Bajo,Empleado 2001
0.82,0.67,2,202,3,0,0,0,7,1,0.01,Bajo,Empleado 2002
0.45,0.69,5,193,3,0,0,0,7,1,0.04,Bajo,Empleado 2003
0.78,0.82,5,247,3,0,0,0,7,1,0.01,Bajo,Empleado 2004
0.49,0.6,3,214,2,0,0,0,7,1,0.0,Bajo,Empleado 2005
0.36,0.95,3,206,4,0,0,0,7,1,0.08,Bajo,Empleado 2006
0.54,0.37,2,176,2,0,0,0,7,1,0.0,Bajo,Empleado 2007
0.99,0.91,5,136,4,0,0,0,7,1,0.03,Bajo,Empleado 2008
0.5,0.75,6,127,3,0,0,0,7,1,0.05,Bajo,Empleado 2009
0.74,0.64,4,268,3,0,0,0,7,1,0.0,Bajo,Empleado 2010
0.56,0.58,4,258,3,0,0,0,7,2,0.02,Bajo,Empleado 2011
0.34,0.39,2,136,3,0,0,0,7,2,0.09,Bajo,Empleado 2012
0.48,0.94,5,255,6,0,0,0,2,2,0.13,Bajo,Empleado 2013
0.73,0.62,3,218,3,0,0,0,2,2,0.0,Bajo,Empleado 2014
0.59,0.87,3,268,4,0,0,0,2,2,0.02,Bajo,Empleado 2015
0.81,0.57,3,224,2,0,0,0,3,2,0.0,Bajo,Empleado 2016
0.9,0.66,3,231,3,0,0,0,3,2,0.0,Bajo,Empleado 2017
0.41,0.84,6,191,6,0,0,0,3,2,0.01,Bajo,Empleado 2018
0.89,0.92,4,165,5,0,0,0,3,2,0.03,Bajo,Empleado 2019
0.48,0.84,4,252,3,0,0,0,9,2,0.05,Bajo,Empleado 2020
0.79,0.97,5,266,2,0,0,0,9,2,0.0,Bajo,Empleado 2021
0.98,0.66,5,248,3,0,0,0,9,2,0.03,Bajo,Empleado 2022
0.75,0.7,4,144,4,0,0,0,9,0,0.0,Bajo,Empleado 2023
1.0,0.41,4,174,3,0,0,0,9,1,0.0,Bajo,Empleado 2024
0.24,0.82,5,179,6,0,0,0,9,2,0.0,Bajo,Empleado 2025
0.84,0.43,6,246,4,0,0,0,9,2,0.03,Bajo,Empleado 2026
0.56,0.86,4,201,3,1,0,0,9,2,0.0,Bajo,Empleado 2027
0.92,0.93,4,208,3,0,0,0,9,2,0.0,Bajo,Empleado 2028
0.61,0.98,3,267,3,0,0,0,9,1,0.0,Bajo,Empleado 2029
0.84,0.77,4,262,4,0,0,0,9,1,0.04,Bajo,Empleado 2030
